model,concept,domain,dimension,measurement,min_mean,min_std,max_mean,max_std
olmo2_13B_instruct,giraffe,size,length,millimeters,1676027.7777777778,2030255.587157195,2152988.888888889,2648008.8266000235
olmo2_13B_instruct,giraffe,size,width,centimeters,1198000.0,2092214.155250024,1799613.3333333333,2810792.761041591
olmo2_13B_instruct,giraffe,size,width,feet,13050.0,30749.368842474247,43015.0,52015.62796536805
olmo2_13B_instruct,giraffe,size,width,inches,810.7149999999999,3339.8356425484235,931.165,3782.403853757694
olmo2_13B_instruct,giraffe,size,width,meters,5260.005,22319.789364231416,10300.1,33325.57007985563
olmo2_13B_instruct,giraffe,size,width,millimeters,1588377.7777777778,2001741.188699465,2149633.3333333335,2772599.5186085273
olmo2_13B_instruct,giraffe,temperature,temperature,celsius,5.0,10.0,40.0,0.0
olmo2_13B_instruct,giraffe,temperature,temperature,fahrenheit,56.5,4.893604849295929,88.25,7.304468711541908
olmo2_13B_instruct,giraffe,temperature,temperature,kelvin,287.49249999999995,7.027676021499423,326.9975,15.216667411271862
olmo2_13B_instruct,giraffe,value,monetary_value,US dollars,0.0,0.0,0.0,0.0
olmo2_13B_instruct,giraffe,value,monetary_value,euros,0.0,0.0,0.0,0.0
olmo2_13B_instruct,giraffe,value,monetary_value,pounds,1419.0,223.1331912841108,4097.5,636.7009956759426
olmo2_13B_instruct,giraffe,weight,weight,grams,70096.31578947368,274165.29345574096,2337.3684210526317,1578.916091308152
olmo2_13B_instruct,giraffe,weight,weight,kilograms,690.9,220.09899686516664,1701.75,191.2787646067218
olmo2_13B_instruct,giraffe,weight,weight,ounces,1907.0,2967.614849460226,3730.0,3019.2540033660803
olmo2_13B_instruct,giraffe,weight,weight,pounds,1260.075,332.7890225843268,2895.1400000000003,1333.2448633631448
olmo2_13B_instruct,hair drier,size,height,centimeters,10.218947368421052,5.126807426260997,27.54736842105263,6.875347944411622
olmo2_13B_instruct,hair drier,size,height,feet,0.58,0.6501821607097992,2.225,1.895111439578436
olmo2_13B_instruct,hair drier,size,height,inches,4.95,1.2555141534342351,11.9,0.7880689256524122
olmo2_13B_instruct,hair drier,size,height,meters,0.0915,0.026611236249690508,0.31999999999999995,0.06766791978789546
olmo2_13B_instruct,hair drier,size,height,millimeters,99.0,4.47213595499958,292.5,67.42442162583932
olmo2_13B_instruct,hair drier,size,length,centimeters,14.05,4.032434291565019,28.5,5.155477414209188
olmo2_13B_instruct,hair drier,size,length,feet,0.7,0.8013147091860318,2.375,1.5464305249254013
olmo2_13B_instruct,hair drier,size,length,inches,4.075,2.110593580762979,12.05,1.234376040972246
olmo2_13B_instruct,hair drier,size,length,meters,0.0835,0.037874446322164586,0.29500000000000004,0.06468547384317277
olmo2_13B_instruct,hair drier,size,length,millimeters,98.0,26.076809620810597,265.0,56.428809364683474
olmo2_13B_instruct,hair drier,size,width,centimeters,14.63684210526316,21.505172776342693,40.526315789473685,51.150506048384784
olmo2_13B_instruct,hair drier,size,width,feet,0.705,0.7096885899722795,2.425,2.3911844675588574
olmo2_13B_instruct,hair drier,size,width,inches,3.575,2.445592168091724,12.3,0.7326950970650467
olmo2_13B_instruct,hair drier,size,width,meters,0.10500000000000001,0.015389675281277307,0.3025,0.02552088927670203
olmo2_13B_instruct,hair drier,size,width,millimeters,92.0,33.497839678968774,262.5,42.53481546117004
olmo2_13B_instruct,hair drier,temperature,temperature,celsius,29.583333333333332,8.10676858986964,99.16666666666667,47.18596350097295
olmo2_13B_instruct,hair drier,temperature,temperature,fahrenheit,74.61538461538461,13.913653136029502,207.69230769230768,12.35168419949695
olmo2_13B_instruct,hair drier,temperature,temperature,kelvin,206.42857142857142,130.40511686852824,359.2857142857143,219.73635551284164
olmo2_13B_instruct,hair drier,value,monetary_value,US dollars,19.0,2.0519567041703075,197.5,11.180339887498947
olmo2_13B_instruct,hair drier,value,monetary_value,euros,16.0,2.615741818902985,133.5,28.52053738328889
olmo2_13B_instruct,hair drier,value,monetary_value,pounds,1.385,0.7071253890149001,4.26,1.9653310957163104
olmo2_13B_instruct,hair drier,weight,weight,grams,260.0,195.74419397183715,1700.0,523.1483637805969
olmo2_13B_instruct,hair drier,weight,weight,kilograms,0.4875,0.0455232734000163,1.6649999999999998,0.266112362496905
olmo2_13B_instruct,hair drier,weight,weight,ounces,7.75,1.4680814547887788,15.95,3.81444622455213
olmo2_13B_instruct,hair drier,weight,weight,pounds,1.475,0.5954874164563805,3.825,1.3695466018857636
olmo2_13B_instruct,handbag,size,height,centimeters,15.972,4.074632175843736,48.83,3.235510209501657
olmo2_13B_instruct,handbag,size,height,feet,0.465,0.10894228312566052,1.975,0.34316637057662985
olmo2_13B_instruct,handbag,size,height,inches,5.3,1.8381913307436342,15.2,4.225237458291233
olmo2_13B_instruct,handbag,size,height,meters,0.1085,0.10194296651094979,1.26,0.35153797429071737
olmo2_13B_instruct,handbag,size,height,millimeters,152.5,11.180339887498945,630.0,599.210006240673
olmo2_13B_instruct,handbag,size,length,centimeters,16.834,2.884916125753326,49.29,2.4661711213944577
olmo2_13B_instruct,handbag,size,length,feet,0.48,0.0894427190999916,2.0,0.3244428422615251
olmo2_13B_instruct,handbag,size,length,inches,4.625,2.48614582288159,17.0,4.920419323166417
olmo2_13B_instruct,handbag,size,length,meters,0.133,0.10357301009941071,1.23,0.38641401304000894
olmo2_13B_instruct,handbag,size,length,millimeters,150.5,39.266297320515946,505.0,452.44947377114886
olmo2_13B_instruct,handbag,size,width,centimeters,17.072,3.3598395951686677,49.826,0.9828230016801497
olmo2_13B_instruct,handbag,size,width,feet,0.45999999999999996,0.12311740225021846,1.95,0.15389675281277318
olmo2_13B_instruct,handbag,size,width,inches,5.8,1.5078740698501039,16.2,4.490926524964707
olmo2_13B_instruct,handbag,size,width,meters,0.0885,0.040558599581346486,1.1,0.3906809170504344
olmo2_13B_instruct,handbag,size,width,millimeters,150.0,0.0,316.0,99.81034647348888
olmo2_13B_instruct,handbag,temperature,temperature,celsius,-7.5,4.135850959342554,40.0,2.809757434745081
olmo2_13B_instruct,handbag,temperature,temperature,fahrenheit,32.0,0.0,101.1,29.88557124133739
olmo2_13B_instruct,handbag,temperature,temperature,kelvin,293.485,5.235006157941386,324.385,41.886651874590775
olmo2_13B_instruct,handbag,value,monetary_value,US dollars,13.5,9.333020044867295,4000.0,2026.1449005179113
olmo2_13B_instruct,handbag,value,monetary_value,euros,15.5,6.863327411532597,3625.0,1820.0274723201294
olmo2_13B_instruct,handbag,value,monetary_value,pounds,0.525,0.11180339887498948,12.5,5.0
olmo2_13B_instruct,handbag,weight,weight,grams,365.0,405.5859958134649,7050.0,21890.2165121172
olmo2_13B_instruct,handbag,weight,weight,kilograms,0.4225,0.13618389270240056,5.25,3.736378770385769
olmo2_13B_instruct,handbag,weight,weight,ounces,7.76,1.4762684109106419,137.4,438.60741347803815
olmo2_13B_instruct,handbag,weight,weight,pounds,0.675,0.46665100224336475,8.3,2.515216847405743
olmo2_13B_instruct,horse,size,height,centimeters,261055.0,533396.0072029036,853400.0,1692643.9498762377
olmo2_13B_instruct,horse,size,height,feet,118.42105263157895,267.32446281822513,21719.63157894737,62838.61595230411
olmo2_13B_instruct,horse,size,height,inches,122.4,310.1840540202237,159.2875,357.9475416854881
olmo2_13B_instruct,horse,size,height,meters,1376.25,5588.377712764797,567454.0,1214095.9850999382
olmo2_13B_instruct,horse,size,height,millimeters,413280.0,577039.2466813036,883550.0,1392637.0651620463
olmo2_13B_instruct,horse,size,length,centimeters,66159.0,290416.04482825013,164240.5,726312.5699215543
olmo2_13B_instruct,horse,size,length,feet,256.35,350.6244467112625,1120.4,1333.1721332379047
olmo2_13B_instruct,horse,size,length,inches,57.5,19.787023924518657,80.5,19.58114022807607
olmo2_13B_instruct,horse,size,length,meters,12626.025,55874.8225261458,1011005.8,1459230.9699875838
olmo2_13B_instruct,horse,size,length,millimeters,705540.0,661508.6078924366,1585830.0,1530615.6027112613
olmo2_13B_instruct,horse,size,width,centimeters,125082.0,381514.70556744013,791595.5,2457079.8826730438
olmo2_13B_instruct,horse,size,width,feet,74.6,172.2814099388739,522.75,1241.3566803681915
olmo2_13B_instruct,horse,size,width,inches,58.2,20.94504086513333,80.95,19.413709209297377
olmo2_13B_instruct,horse,size,width,meters,1627.3,5576.212257626611,1058157.9,1648421.8318597272
olmo2_13B_instruct,horse,size,width,millimeters,300859.0,532605.2359951728,548772.5,1069420.0284407728
olmo2_13B_instruct,horse,temperature,temperature,celsius,-38.0,6.155870112510924,34.5,5.826437026266793
olmo2_13B_instruct,horse,temperature,temperature,fahrenheit,41.0,19.70840055995359,84.0,9.119095061289915
olmo2_13B_instruct,horse,temperature,temperature,kelvin,277.8535,6.4518159622331215,304.74249999999995,6.0840662259795675
olmo2_13B_instruct,horse,value,monetary_value,US dollars,0.0,0.0,3650000.0,1920115.1281272583
olmo2_13B_instruct,horse,value,monetary_value,euros,0.0,0.0,1285263.1578947369,1993033.3342282635
olmo2_13B_instruct,horse,value,monetary_value,pounds,797.5,100.82613297607466,1500.5,903.6294996995576
olmo2_13B_instruct,horse,weight,weight,grams,878.0,512.9106826934418,1285.0,74.51598203705944
olmo2_13B_instruct,horse,weight,weight,kilograms,209.21052631578948,73.20563043568016,805.578947368421,574.4473011115867
olmo2_13B_instruct,horse,weight,weight,ounces,760.5263157894736,93.06351977789306,1715.7894736842106,383.3524022717028
olmo2_13B_instruct,horse,weight,weight,pounds,820.5,124.91997438360288,2000.0,0.0
olmo2_13B_instruct,hot dog,size,height,centimeters,8.620999999999999,2.115461626864653,19.938,8.173280987783496
olmo2_13B_instruct,hot dog,size,height,feet,4.525,1.044723584696475,8.9,2.468752081944492
olmo2_13B_instruct,hot dog,size,height,inches,3.65,0.7451598203705946,6.325,0.7304468711541909
olmo2_13B_instruct,hot dog,size,height,meters,8.5165,3.665942867157528,23.417,11.69215891099672
olmo2_13B_instruct,hot dog,size,height,millimeters,54.5,12.128695855610145,90.0,29.379548919900763
olmo2_13B_instruct,hot dog,size,length,centimeters,7.75,2.381397201556042,14.905000000000001,5.01938085928198
olmo2_13B_instruct,hot dog,size,length,feet,4.775,1.5085283871166766,9.925,2.2494151286618105
olmo2_13B_instruct,hot dog,size,length,inches,3.825,0.8315331433088239,6.6,0.9403246919632543
olmo2_13B_instruct,hot dog,size,length,meters,8.345882352941176,3.963727820536385,25.037647058823527,11.045412808838202
olmo2_13B_instruct,hot dog,size,length,millimeters,57.55499999999999,14.848222470259385,91.362,39.270189524156336
olmo2_13B_instruct,hot dog,size,width,centimeters,8.758,2.202562144412729,18.835,7.330274282223796
olmo2_13B_instruct,hot dog,size,width,feet,4.575,1.4260268691644442,9.1,2.381949665825522
olmo2_13B_instruct,hot dog,size,width,inches,3.6,0.7181848464596077,6.3,0.7326950970650465
olmo2_13B_instruct,hot dog,size,width,meters,9.0955,3.085975875677442,27.524,8.442253627781476
olmo2_13B_instruct,hot dog,size,width,millimeters,54.85,12.088598368972134,89.5,29.598186288672274
olmo2_13B_instruct,hot dog,temperature,temperature,celsius,37.96333333333333,19.943414193587056,71.25,5.276448530110863
olmo2_13B_instruct,hot dog,temperature,temperature,fahrenheit,147.3684210526316,7.334928056269081,179.21052631578948,18.277426719464103
olmo2_13B_instruct,hot dog,temperature,temperature,kelvin,303.98249999999996,16.559210149927846,397.91749999999996,60.44683021378985
olmo2_13B_instruct,hot dog,value,monetary_value,US dollars,0.825,0.24468024246479642,4.35,1.1709195666564578
olmo2_13B_instruct,hot dog,value,monetary_value,euros,0.9166666666666666,0.46177407259139946,3.611111111111111,1.2193966149596953
olmo2_13B_instruct,hot dog,value,monetary_value,pounds,0.25,0.0,0.5625,0.1375299010550452
olmo2_13B_instruct,hot dog,weight,weight,grams,33.68421052631579,10.38723913473187,66.84210526315789,9.311063657431868
olmo2_13B_instruct,hot dog,weight,weight,kilograms,21.784,32.30953409884164,47.858,45.20014177900447
olmo2_13B_instruct,hot dog,weight,weight,ounces,1.6150000000000002,0.13869694338832114,2.2199999999999998,0.6152449234162551
olmo2_13B_instruct,hot dog,weight,weight,pounds,0.25,0.0,0.7,0.2879144609812179
olmo2_13B_instruct,keyboard,size,height,centimeters,12.9,2.5526044491233284,19.7,2.0545200489600837
olmo2_13B_instruct,keyboard,size,height,feet,0.705,0.6557237865218299,7.8,7.922984551955552
olmo2_13B_instruct,keyboard,size,height,inches,31.605,29.75274379209243,59.35,47.07471664671409
olmo2_13B_instruct,keyboard,size,height,meters,0.13,0.02991215208080594,0.375,0.11641577031891928
olmo2_13B_instruct,keyboard,size,height,millimeters,156.366,130.0398042867928,383.06399999999996,101.8951670978302
olmo2_13B_instruct,keyboard,size,length,centimeters,14.5,1.820930936000652,20.3,3.045272436174852
olmo2_13B_instruct,keyboard,size,length,feet,0.8473684210526317,0.8909223816127191,6.963157894736843,7.968215367342356
olmo2_13B_instruct,keyboard,size,length,inches,24.455000000000002,31.590196264031025,45.2,42.40853935855745
olmo2_13B_instruct,keyboard,size,length,meters,0.12075,0.035253779192710964,0.35750000000000004,0.11616118565438104
olmo2_13B_instruct,keyboard,size,length,millimeters,253.5,174.0621486106252,428.0,73.8134205455321
olmo2_13B_instruct,keyboard,size,width,centimeters,14.0,1.8918106058538346,20.1,2.673456268775053
olmo2_13B_instruct,keyboard,size,width,feet,1.068421052631579,1.0980045697025669,9.763157894736842,8.045648273467519
olmo2_13B_instruct,keyboard,size,width,inches,28.9125,29.21734288055641,59.7,46.3591244638273
olmo2_13B_instruct,keyboard,size,width,meters,0.11300000000000002,0.04985241376197081,0.41,0.2702825032793417
olmo2_13B_instruct,keyboard,size,width,millimeters,186.7,153.85882113842308,445.4,175.14517286795936
olmo2_13B_instruct,keyboard,temperature,temperature,celsius,-7.5,10.06557447310804,42.5,6.386663736585052
olmo2_13B_instruct,keyboard,temperature,temperature,fahrenheit,35.2,9.934522476803064,131.25,50.30420616503889
olmo2_13B_instruct,keyboard,temperature,temperature,kelvin,292.3425,7.479379987672772,419.59250000000003,81.01228184177091
olmo2_13B_instruct,keyboard,value,monetary_value,US dollars,8.0,3.4027852368936027,2350.0,1670.9593840539317
olmo2_13B_instruct,keyboard,value,monetary_value,euros,6.75,3.3541019662496847,1435.0,2336.050423031868
olmo2_13B_instruct,keyboard,value,monetary_value,pounds,1.4000000000000001,0.6184658438426491,8.570588235294117,3.9095659455178575
olmo2_13B_instruct,keyboard,weight,weight,grams,92.5,18.317377426626162,1795.0,1241.5927800929528
olmo2_13B_instruct,keyboard,weight,weight,kilograms,0.43100000000000005,0.11149227020645636,2.085,1.145827671437367
olmo2_13B_instruct,keyboard,weight,weight,ounces,4.85,3.0740852297878796,22.25,10.28987749914295
olmo2_13B_instruct,keyboard,weight,weight,pounds,1.475,0.6781359900879996,5.45,3.501503436495454
olmo2_13B_instruct,kite,size,height,centimeters,16.5,5.871429486123999,104.5,30.17056774233354
olmo2_13B_instruct,kite,size,height,feet,2.775,4.526166613208833,36.8,34.926388756625656
olmo2_13B_instruct,kite,size,height,inches,16.1,6.5686656499667135,49.3,10.224325997603124
olmo2_13B_instruct,kite,size,height,meters,0.4225,0.12822164198638314,2.25,0.4729526514634586
olmo2_13B_instruct,kite,size,height,millimeters,131.25,77.62723002983724,876.5,699.4529817537491
olmo2_13B_instruct,kite,size,length,centimeters,20.5,10.246950765959598,105.25,29.35602690742522
olmo2_13B_instruct,kite,size,length,feet,1.575,4.030394391045176,24.5,26.29088295047904
olmo2_13B_instruct,kite,size,length,inches,17.1,11.05917099776899,49.4,11.988591067739097
olmo2_13B_instruct,kite,size,length,meters,0.475,0.07694837640638656,2.4,0.5525062514530825
olmo2_13B_instruct,kite,size,length,millimeters,137.5,50.97729112581715,1045.0,665.2858507122294
olmo2_13B_instruct,kite,size,width,centimeters,18.75,7.758696309371351,103.0,28.672378052018892
olmo2_13B_instruct,kite,size,width,feet,1.4,2.3764192435369296,53.8,109.75168144018281
olmo2_13B_instruct,kite,size,width,inches,15.7,5.439620729812928,54.0,9.130630923032186
olmo2_13B_instruct,kite,size,width,meters,0.5549999999999999,0.34101242453055947,2.475,0.4993416718672274
olmo2_13B_instruct,kite,size,width,millimeters,97.53200000000001,64.6967001192162,765.0600000000001,689.0113652717815
olmo2_13B_instruct,kite,temperature,temperature,celsius,-0.47000000000000003,6.0781835929390695,29.5,4.261208131133952
olmo2_13B_instruct,kite,temperature,temperature,fahrenheit,32.8,2.4623480450043695,87.5,8.81087844357011
olmo2_13B_instruct,kite,temperature,temperature,kelvin,282.5775,17.743512342914453,345.27,35.23149159487856
olmo2_13B_instruct,kite,value,monetary_value,US dollars,2.35,2.9607075967890197,69.5,29.105072807981337
olmo2_13B_instruct,kite,value,monetary_value,euros,1.9315789473684213,2.938074318623405,52.63157894736842,31.770374960742892
olmo2_13B_instruct,kite,value,monetary_value,pounds,0.585,0.3923948065539685,9.65,21.27829385720773
olmo2_13B_instruct,kite,weight,weight,grams,8.855,14.4327651725619,476.0,371.26242669260813
olmo2_13B_instruct,kite,weight,weight,kilograms,4.9375,11.561743574119097,80.725,99.91884535909497
olmo2_13B_instruct,kite,weight,weight,ounces,1.65,0.5871429486123998,40.225,50.74976665748793
olmo2_13B_instruct,kite,weight,weight,pounds,0.4868421052631579,0.22350870307636164,2.1052631578947367,2.131633094395658
olmo2_13B_instruct,knife,size,height,centimeters,7.8,0.4103913408340617,29.05,2.640275105283339
